γ,err,converged,S,T,U,k
0.22200559335258885,0.0,true,0.8763469728025235,0.9639816700827758,38.69271450742772,22.0
0.9189753214928105,0.0,true,0.822025952727001,0.9042285479997011,39.27880921523541,22.0
0.9483370119595278,0.0,true,0.8292334609521592,0.9121568070473751,38.35473461628952,22.0
0.45917965428247065,0.0,true,0.8501780814730447,0.892686985546697,40.201009976787375,21.0
0.831799560735762,0.0,true,0.8250415778258074,0.9075457356083882,40.18345135018286,22.0
0.8323306007904097,0.0,true,0.8345314775110527,0.917984625262158,38.32840558983669,22.0
0.6677034903588552,0.0,true,0.7771955217511405,0.8937748500138115,38.0860541717054,23.0
0.5327243124898378,0.0,true,0.7841986586879703,0.9018284574911659,38.98048353968183,23.0
0.8457936140170299,0.0,true,0.8523152544854032,0.9375467799339436,38.273260936612694,22.0
0.12970095158585115,0.0,true,0.9559172476717294,0.9559172476717294,41.16328965682608,20.0
0.8987323634852564,0.0,true,0.7808456967274588,0.8979725512365777,39.29802880153643,23.0
0.7862618038416009,0.0,true,0.7985940229668678,0.9183831264118979,39.04857622711801,23.0
0.2281276682668032,0.0,true,0.8992289420783887,0.9441903891823081,39.29303563854056,21.0
0.5046713210110501,0.0,true,0.8743050098674212,0.9180202603607922,39.48619409161899,21.0
0.4003601142048505,0.0,true,0.9055484469237245,0.9508258692699106,39.54029564680832,21.0
0.0028259251769322535,0.0,true,0.9999999817070598,0.9999999817070598,40.25608842018394,20.0
0.450223661504366,0.0,true,0.7946441879540016,0.9535730255448019,37.71072152456742,24.0
0.4403973065002331,0.0,true,0.9017797049358103,0.9468686901826008,39.15511701226839,21.0
0.2315087436316403,0.0,true,0.8818247743064866,0.9700072517371353,39.85995675485344,22.0
0.2425824366559961,0.0,true,0.9557175227328825,0.9557175227328825,40.819456910948844,20.0
0.5323841714734703,0.0,true,0.8190545167319211,0.9009599684051132,38.93559345875609,22.0
0.15943492540758353,0.0,true,0.9051481492335055,0.9504055566951808,38.84618386378887,21.0
0.823251577953624,0.0,true,0.8645034197162957,0.9509537616879253,39.72313518770827,22.0
0.9300072854204011,0.0,true,0.7950746572780261,0.9143358558697299,38.05306083806681,23.0
0.537348545573433,0.0,true,0.7767405198731834,0.9320886238478201,38.0686191530978,24.0
0.5014543070591608,0.0,true,0.880854590395906,0.9248973199157012,39.77650593427981,21.0
0.03420914965440369,0.0,true,0.9799299793919742,0.9799299793919742,40.054243727885726,20.0
0.5806196606113396,0.0,true,0.7674374385748187,0.8825530543610416,39.630277977900825,23.0
0.2435850489992124,0.0,true,0.9190168475526805,0.9649676899303146,40.728631150493456,21.0
0.5259156853693183,0.0,true,0.7850464205480184,0.9028033836302212,39.947944985188386,23.0
0.8810578177762352,0.0,true,0.7656465095097017,0.880493485936157,39.89267006665614,23.0
0.5539263142796111,0.0,true,0.8020889237510073,0.882297816126108,40.210453048034516,22.0
0.9142152558464567,0.0,true,0.8149545563576137,0.9371977398112558,39.29713055153961,23.0
0.6183712333825218,0.0,true,0.7934969722933732,0.8728466695227105,38.34314700836143,22.0
0.2509131506163371,0.0,true,0.8945300401825453,0.9839830442008,39.46430846070612,22.0
0.0694798747502734,0.0,true,0.9523809539357256,1.000000001632512,38.44556335331041,21.0
0.6435386696378307,0.0,true,0.7852852040904722,0.903077984704043,39.466754361909466,23.0
0.1084398849499526,0.0,true,0.9256532410589116,0.9719359031118572,40.014304727779816,21.0
0.48149238456471277,0.0,true,0.8329105314748196,0.9162015846223015,39.93026233330232,22.0
0.9726150433190577,0.0,true,0.7442756406342537,0.8559169867293918,39.61489342103246,23.0
0.30813234399691103,0.0,true,0.9009821656857516,0.9460312739700392,39.118658256141245,21.0
0.7150338551384914,0.0,true,0.813439606128668,0.8947835667415347,38.722279503338214,22.0
0.0732066885886824,0.0,true,0.9865471033421874,0.9865471033421874,39.96848451837985,20.0
0.4453896397811037,0.0,true,0.8313952645648276,0.9145347910213104,40.0765544654996,22.0
0.555181524560922,0.0,true,0.7896811355775021,0.9081333059141274,39.14304171472475,23.0
0.5909040268211803,0.0,true,0.8012867843848354,0.9214798020425606,38.76635371249494,23.0
0.7101704304094234,0.0,true,0.8441439514877858,0.9285583466365643,40.179947579392035,22.0
0.17510654745948595,0.0,true,0.8994760728403315,0.9894236801243647,37.697898002135275,22.0
0.5160925178097433,0.0,true,0.8304955307433591,0.9135450838176951,38.45301735376326,22.0
0.278569591046534,0.0,true,0.9029414310646783,0.9480885026179122,39.777257835633506,21.0
0.48195803484580835,0.0,true,0.8645610413873122,0.9510171455260433,39.10364864602856,22.0
0.2660036383761277,0.0,true,0.8905754417801023,0.9351042138691075,39.96515394572705,21.0
0.6337777816128591,0.0,true,0.7628819892688776,0.9154583871226531,37.29409588936949,24.0
0.967326276698703,0.0,true,0.8763256276201965,0.9201419090012063,40.32563461386905,21.0
0.9299928380549989,0.0,true,0.79038801587322,0.9089462182542031,38.346445087182644,23.0
0.6597689848549744,0.0,true,0.8140610229527016,0.8954671252479717,39.61218016699948,22.0
0.6729939382954646,0.0,true,0.8500686439764128,0.8925720761752334,40.002548927478436,21.0
0.14155657892923257,0.0,true,0.9040288505787011,0.9492302931076362,40.8721556401552,21.0
0.15068782628140998,0.0,true,0.9698758094654675,0.9698758094654675,40.347961754823075,20.0
0.9654488921979887,0.0,true,0.8008766192678568,0.9210081121580354,38.40326033058881,23.0
0.43120334000094473,0.0,true,0.7331352301161115,0.9164190376451394,37.14499014814753,25.0
0.7011477706221498,0.0,true,0.7726921575803573,0.8885959812174109,38.50766168734263,23.0
0.1230856445209767,0.0,true,0.8987539372678883,0.9436916341312827,40.955107603885835,21.0
0.18345804571828817,0.0,true,0.97809386382458,0.97809386382458,39.272166742394205,20.0
0.19291272517398061,0.0,true,0.9099670984551429,0.9554654533779001,39.5129357316129,21.0
0.6528946559672721,0.0,true,0.8235083194722062,0.9058591514194267,39.15339629761702,22.0
0.6293569810574908,0.0,true,0.8912368765043446,0.9357987203295618,40.029827154805844,21.0
0.8662692112245378,0.0,true,0.7682012153047629,0.9218414583657155,38.61434396309892,24.0
0.992629594885523,0.0,true,0.8549417413159834,0.9404359154475819,40.4146651342498,22.0
0.3122932176560147,0.0,true,0.845364843589039,0.9299013279479429,39.524390802920976,22.0
0.7398659927062401,0.0,true,0.8925896108870083,0.9372190914313586,40.244151486036415,21.0
0.8154783108304582,0.0,true,0.7803192005803415,0.9363830406964098,40.30761288094354,24.0
0.6822996698166954,0.0,true,0.8486362315398139,0.9334998546937954,40.08918119152385,22.0
0.1641865193785601,0.0,true,0.8694743627993439,0.9564217990792783,39.250563657328044,22.0
0.2979460761970689,0.0,true,0.9405269295835914,0.9405269295835914,40.93477772959201,20.0
0.6503213049325784,0.0,true,0.8316324834850232,0.9147957318335255,39.69943016091695,22.0
0.06764756738626376,0.0,true,0.978782123425159,0.978782123425159,40.650131156850875,20.0
0.625599926690632,0.0,true,0.879237387416384,0.9231992567872032,39.558377766583966,21.0
0.374270741461874,0.0,true,0.7846973488317966,0.9024019511565662,37.96162020981079,23.0
0.3283198568040977,0.0,true,0.8338479616611586,0.9172327578272744,39.14668456754771,22.0
0.7314811151274947,0.0,true,0.8582998413178299,0.9012148333837213,40.43429166287113,21.0
0.9502644097128463,0.0,true,0.8300499785898791,0.913054976448867,39.112736542662425,22.0
0.7030505696489409,0.0,true,0.8492771700166634,0.8917410285174965,40.8364607901282,21.0
0.5013830985374343,0.0,true,0.8147147517663506,0.8961862269429857,39.26552786880707,22.0
0.17456674646680193,0.0,true,0.9488751692425155,0.9488751692425155,39.528085454038774,20.0
0.5657117041874529,0.0,true,0.8699341212399797,0.9569275333639776,40.0957212208707,22.0
0.7738640061283619,0.0,true,0.8510683641784932,0.9361752005963424,39.48494015422138,22.0
0.8708888708266853,0.0,true,0.7647978295373582,0.9177573954448299,38.44134624436083,24.0
0.33143517255870836,0.0,true,0.8381508112101724,0.9219658923311898,39.642530592824585,22.0
0.571025805785351,0.0,true,0.8521927560202738,0.9374120316223011,39.5458783769606,22.0
0.031191284237203964,0.0,true,0.9738865509427255,0.9738865509427255,39.452173155523695,20.0
0.3761547667078755,0.0,true,0.8517211374214689,0.9368932511636159,39.06173413305547,22.0
0.4631803308670659,0.0,true,0.7926784608856101,0.9115802300184516,37.61804736182495,23.0
0.877622906383603,0.0,true,0.804656877997016,0.9253554096965685,38.15132212149672,23.0
0.9690256317367916,0.0,true,0.7619220121029633,0.8762103139184078,39.08430709534644,23.0
0.6297709054603717,0.0,true,0.7960935152872722,0.8757028668159995,40.63244170571965,22.0
0.8756719069851093,0.0,true,0.7888276432395884,0.8677104075635473,39.25434757778622,22.0
0.43293595103404026,0.0,true,0.888408333010687,0.9328287496612214,40.00019055610525,21.0
0.48337436853679616,0.0,true,0.776738561840396,0.9320862742084752,38.41643074696658,24.0
0.7877033247890071,0.0,true,0.7858585170710173,0.90373729463167,38.423553583714785,23.0
0.3002464146625763,0.0,true,0.8650995086794765,0.9516094595474242,40.51863636351464,22.0
0.6987838584589592,0.0,true,0.788869651265482,0.9072000989553043,38.56491708565555,23.0
0.9356892151052156,0.0,true,0.898564162799679,0.943492370939663,40.133176271073594,21.0
0.4367080478073877,0.0,true,0.8782890918484993,0.9222035464409244,40.23446476106862,21.0
0.31746998983139063,0.0,true,0.8600882987062125,0.9460971285768338,40.398555855373246,22.0
0.8369375704979243,0.0,true,0.836089707978712,0.9196986787765832,39.19930075841316,22.0
0.1558422167966087,0.0,true,0.913313298389458,0.9589789633089308,40.8576452749588,21.0
0.5991596426248764,0.0,true,0.7638880112584413,0.8784712129472074,38.34507910597788,23.0
0.2209165614882096,0.0,true,0.9046326511945234,0.9498642837542496,40.885853727991105,21.0
0.16773424300403872,0.0,true,0.9130424017117699,0.9586945217973584,39.044446018301755,21.0
0.24583697345105326,0.0,true,0.8439207520776651,0.9283128272854316,38.63967548467264,22.0
0.6230989594285345,0.0,true,0.8294377156454757,0.9123814872100233,39.45125590385692,22.0
0.9880695641545434,0.0,true,0.8007974615450562,0.8808772076995618,39.39634832159412,22.0
0.2762475056109972,0.0,true,0.8747267886750145,0.9621994675425161,39.016094723219894,22.0
0.9266386422190225,0.0,true,0.8672025619414759,0.9105626900385497,39.56046757861165,21.0
0.42169079542806576,0.0,true,0.8459088871888174,0.9304997759076992,38.030223853198365,22.0
0.8834634746962662,0.0,true,0.912801914720092,0.9584420104560966,40.15580373551606,21.0
0.015209529071666283,0.0,true,0.9999999830829625,0.9999999830829625,40.71947224160991,20.0
0.26831528285618567,0.0,true,0.9429108187373141,0.9900563596741797,38.599562756857516,21.0
0.22491298062282983,0.0,true,0.9567836736493694,0.9567836736493694,39.044293242430456,20.0
0.34838738903061595,0.0,true,0.8723938273801447,0.9160135187491519,39.05048756705925,21.0
0.9813277162456273,0.0,true,0.8086824594464174,0.92998482836338,38.28989246281251,23.0
0.6418743842842605,0.0,true,0.9121691822406719,0.9577776413527055,39.767530487825795,21.0
0.6867601933703757,0.0,true,0.802465030303054,0.9228347848485121,38.049676789077296,23.0
0.8946530365647454,0.0,true,0.7791066530011311,0.8959726509513007,38.518571936409856,23.0
0.13119145576328028,0.0,true,0.9024380354549234,0.9475599372276695,38.91211900961348,21.0
0.8037944925233811,0.0,true,0.7765907045798586,0.9319088454958303,38.06569117449531,24.0
0.5175652969319404,0.0,true,0.885613914022054,0.9298946097231567,39.24822425381757,21.0
0.5466023053068219,0.0,true,0.8589755536463964,0.944873109011036,39.68714275809084,22.0
0.16702574499626044,0.0,true,0.9007058243328697,0.9457411155495132,39.35534182280338,21.0
0.14506855376009198,1.6946410072438134e-6,true,0.9587280904561896,0.9587280904561896,38.94803290318612,20.0
0.707307283486392,0.0,true,0.8424161441116028,0.9266577585227631,39.29261400370241,22.0
0.25164681303916114,0.0,true,0.8499346327981093,0.9349280960779203,39.636488061389045,22.0
0.008139874715147766,0.0,true,0.9999999986971393,0.9999999986971393,39.94832525031873,20.0
0.6622843417551809,0.0,true,0.8143508041388671,0.9365034247596972,37.05600523995213,23.0
0.2680832647803557,0.0,true,0.9125635830885533,0.958191762242981,40.647218708143356,21.0
0.09260086835403247,0.0,true,0.9488508627467577,0.9962934058840955,39.652041165112294,21.0
0.25958132436165315,0.0,true,0.8880605277579671,0.9324635541458655,39.67348214117463,21.0
0.9786218280195247,0.0,true,0.8507150911462127,0.9357866002608339,39.332400304198806,22.0
0.31090161057750465,0.0,true,0.8664020563519931,0.9530422619871924,38.430774669131424,22.0
0.17078409714148468,0.0,true,0.9022688442856024,0.9473822864998824,38.72127970699965,21.0
0.5810816236728882,0.0,true,0.7864358460340101,0.9044012229391116,40.23142753710725,23.0
0.3818104054128877,0.0,true,0.7882746837264534,0.9065158862854213,39.092110731276314,23.0
0.8289695502843366,0.0,true,0.7991994263889962,0.9190793403473456,39.12505692682532,23.0
0.7999962391065174,0.0,true,0.844214063359632,0.9286354696955952,38.81696468989383,22.0
0.6249526832226373,0.0,true,0.8247122145119856,0.9071834359631842,39.486055307770876,22.0
0.5156537183456327,0.0,true,0.8002179674338774,0.920250662548959,38.841102193803486,23.0
0.7393213190528469,0.0,true,0.845740745411161,0.930314819952277,39.75420400585274,22.0
0.3460802164103378,0.0,true,0.8536569460200094,0.9390226406220104,39.59597193448705,22.0
0.8536077891954217,0.0,true,0.7360244152251632,0.8832292982701958,37.49937120226727,24.0
0.3770554944378435,0.0,true,0.8058694681976654,0.9267498884273152,38.46817153799381,23.0
0.8408713966705379,0.0,true,0.8512925443551166,0.9364217987906283,40.30236846699839,22.0
0.47123151373190475,0.03443307714774206,false,0.822441047144641,0.9032239306896406,39.231273371381235,21.964466239263288
0.30626709042633293,0.0,true,0.9129581751442009,0.958606083901411,40.01759969374079,21.0
0.4924208314189391,0.0,true,0.8666505207705961,0.9099830468091259,38.6781439838051,21.0
0.34704824302367787,0.0,true,0.7992682224769135,0.9191584558484506,39.32773094261906,23.0
0.3531065151279742,0.0,true,0.8354141020248993,0.9607262173286342,37.27246408848333,23.0
0.3386923954042038,0.0,true,0.9560064171896316,0.9560064171896316,41.140993879898275,20.0
0.7240821385766076,0.0,true,0.8294426272223128,0.9123868899445441,40.35695993161707,22.0
0.20892339249070901,0.0,true,0.9191235304192925,0.9650797069402571,39.51773762243807,21.0
0.4813965555701827,0.0,true,0.8400602073828186,0.9240662281211005,38.77578285406027,22.0
0.03362106745446547,0.0,true,0.9905064312265207,0.9905064312265207,40.33715108498251,20.0
0.1144529025042531,0.0,true,0.9811444322053543,0.9811444322053543,39.66209175699991,20.0
0.34699166812544324,0.0,true,0.8606738346844498,0.9467412181528948,39.66536700757624,22.0
0.9047959683632116,0.0,true,0.8220747724326446,0.904282249675909,38.55065282170713,22.0
0.2101269812451365,0.0,true,0.8559076682631102,0.9414984350894212,39.50424529107098,22.0
0.5389564140078975,0.0,true,0.8420944272009249,0.9263038699210174,38.148023569448725,22.0
0.9909153640843489,0.0,true,0.8416363246356752,0.9257999570992427,37.278117952774934,22.0
0.8467449469309767,0.0,true,0.7656506596979987,0.9570633246224984,36.74066487481203,25.0
0.1148886182927571,0.0,true,0.9900337994546715,0.9900337994546715,39.21834301586882,20.0
0.8000280188836468,0.0,true,0.8082197166658555,0.9294526741657337,38.72589982871642,23.0
0.15745081728347343,0.0,true,0.952380959558333,1.0000000075362496,40.055464014407654,21.0
0.585504496931917,0.0,true,0.8522243355784355,0.937446769136279,39.193324182690596,22.0
0.20978070051918762,0.0,true,0.8737358990871953,0.9174226940415551,39.963511584418534,21.0
0.1843049086068631,0.0,true,0.8946386552432964,0.9393705880054612,41.15497987282548,21.0
0.663535429122432,0.0,true,0.783537704067054,0.9010683596771122,39.45391840092722,23.0
0.7178960950531388,0.0,true,0.838238405274617,0.8801503255383478,41.00957593815387,21.0
0.9878849908914924,0.0,true,0.822881084503204,0.9051691929535244,39.034294612273904,22.0
0.9280913406944133,0.0,true,0.8012628755570416,0.9214523068905978,38.34413777613521,23.0
0.8850935907726021,0.0,true,0.7533725686700186,0.8663784539705214,38.90921187376705,23.0
0.2950262902284595,0.0,true,0.8456328836732123,0.9301961720405336,38.56178227397833,22.0
0.25092147190410863,0.0,true,0.8884282177419512,0.9328496286290487,40.879634122624005,21.0
0.7053531477371098,0.0,true,0.8930164070709503,0.9376672274244978,38.443958754131444,21.0
0.4992461522276448,0.0,true,0.8392217594790133,0.9651050234008653,39.14267835492959,23.0
0.4285412928001664,0.0,true,0.8906888908529463,0.9352233353955937,39.63290066992997,21.0
0.7040790729903093,0.0,true,0.7683411948568498,0.8835923740853773,40.155205036214596,23.0
0.22765938703070487,0.0,true,0.9272627894959913,0.9736259289707908,38.55167309307679,21.0
0.16124247754539178,0.0,true,0.9158290244658505,0.9616204756891429,39.86065329293462,21.0
0.09942946428142863,0.0,true,1.0,1.0,40.36652678168222,20.0
0.4684240220864737,0.0,true,0.769432683326063,0.8848475858249725,39.52661854890597,23.0
0.385144450897833,0.0,true,0.8870809320439467,0.931434978646144,39.78520660330112,21.0
0.20628198325684366,0.0,true,0.8955049815437383,0.9402802306209251,39.92870442097339,21.0
0.865463516603757,0.0,true,0.7661536823913119,0.9193844188695742,37.69044369414421,24.0
0.11741467238593661,0.0,true,0.9801096789846738,0.9801096789846738,41.21914405579524,20.0
0.5884036194214635,0.01819302698150474,false,0.7723517826512739,0.9268221391815287,38.31314603943885,24.0
0.541579590465638,0.0,true,0.7580740622945251,0.9096888747534301,37.68156555089823,24.0
0.8927247615721512,0.0,true,0.7728791230846003,0.9274549477015203,37.879866142447455,24.0
0.009240512158438241,0.0,true,0.9976671161573579,0.9976671161573579,39.99829953126844,20.0
0.7927805755478277,0.0,true,0.8747907969809451,0.9185303368299923,40.11739264430868,21.0
0.7742475660897337,0.0,true,0.736220942123453,0.9202761776543162,37.81704256484987,25.0
0.7168937944941836,0.0,true,0.8136101915458387,0.8949712107004226,39.79925684980137,22.0
0.41002046498536737,0.0,true,0.8611572379942232,0.9472729617936455,39.74429884803762,22.0
0.36937263671888565,0.0,true,0.853237075647274,0.9385607832120014,40.21147104955045,22.0
0.29044725798493976,0.0,true,0.8343470742248399,0.9177817816473238,39.46609350619438,22.0
0.3747628055639096,0.0,true,0.8552539306967687,0.9407793237664455,39.14254664856864,22.0
0.23986909432210002,0.0,true,0.9755806984900296,0.9755806984900296,40.34304926215343,20.0
0.0691948126616253,0.0,true,0.9681588733360673,0.9681588733360673,40.09873492004439,20.0
0.22529229361116943,0.0,true,0.9405752560541472,0.9876040188568546,40.49682182082915,21.0
0.9098544406417945,0.0,true,0.8211761634999658,0.9032937798499624,39.40672035223528,22.0
0.5928401324114552,0.0,true,0.8231721122893461,0.9054893235182806,39.15380360961965,22.0
0.47332184689360024,0.0,true,0.8356565645517534,0.9192222210069287,39.8260227135365,22.0
0.480227418255456,0.0,true,0.8281762547500038,0.9109938802250042,39.079537511248674,22.0
0.18306901877930137,0.0,true,0.9046721593089796,0.9499057672744285,39.98440443207423,21.0
0.6113067501694223,0.0,true,0.9057243893736836,0.9510106088423678,40.04468570610521,21.0
0.9952776447548,0.0,true,0.8246698097843792,0.9483702812520362,38.31283612750484,23.0
0.4976379679988989,0.0,true,0.8026269612214156,0.923021005404628,39.472783452970376,23.0
0.2605267905410873,0.0,true,0.8866524028514206,0.9753176431365626,38.73825508519862,22.0
0.41424585730513175,0.0,true,0.7640362990079986,0.9168435588095983,39.27166781568715,24.0
0.058574128976706774,0.0,true,0.9999999683485713,0.9999999683485713,40.185632227128465,20.0
0.6539630776404517,0.0,true,0.8416614143634444,0.9258275557997889,39.33991581659446,22.0
0.13045941027748897,0.0,true,0.9270809442620122,0.9734349914751128,39.36900671935651,21.0
0.1178916033732853,0.0,true,0.9756386334252843,0.9756386334252843,39.00689209507389,20.0
0.015861214115888034,0.0,true,0.999999997205758,0.999999997205758,40.52715767499639,20.0
0.8457796511426314,0.0,true,0.8032687047173132,0.92375901042491,37.79719564460512,23.0
0.5738387395099047,0.0,true,0.7504118921777323,0.9004942706132788,38.20256007233633,24.0
0.22938762071387986,0.0,true,0.873762212645421,0.9611384339099631,39.519385844510396,22.0
0.25438157418788565,0.0,true,0.909729152049963,0.9552156096524611,40.336779003746116,21.0
0.7001674043377857,0.0,true,0.8775885220826003,0.9214679481867304,39.05290188823746,21.0
0.9872797579640318,0.0,true,0.823716818924284,0.9060885008167124,38.88321983188246,22.0
0.8059345898061487,0.0,true,0.7981351862182946,0.9178554641510388,38.60709649558309,23.0
0.8586350865951116,0.0,true,0.7817782189521887,0.899044951795017,39.521877014620046,23.0
0.4913038021168854,0.0,true,0.8542132657584635,0.9396345923343098,39.56336370663503,22.0
0.7895941450896546,0.023615398045848997,false,0.7995168619886633,0.9065050946510477,38.45621773922744,22.676322107735643
0.7504192822777052,0.0,true,0.8386184512543672,0.9224802963798039,38.812911824182336,22.0
0.09983131562014336,0.0,true,0.9765693549623983,0.9765693549623983,39.20319771916208,20.0
0.783061095159824,0.0,true,0.841346696284954,0.9254813659134493,39.505561366997924,22.0
0.05302435738668443,0.0,true,0.9715480998338238,0.9715480998338238,41.04597959733664,20.0
0.11011369775248547,0.0,true,0.9838562513329288,0.9838562513329288,38.98672953123561,20.0
0.22064993724060455,0.0,true,0.899529613648718,0.9445060943311538,39.7805313449805,21.0
0.004322590689557648,0.0,true,0.9999999988652817,0.9999999988652817,40.422848457076185,20.0
