Binv,err,converged,S,T,U,k
0.7858735370988033,0.0,true,0.8866028866909771,0.9309330310255259,38.8043543643746,21.0
0.01335696369540007,0.0,true,0.801926987656101,0.9222160358045162,38.24418913238698,23.0
0.42942055357556996,0.0,true,0.8676043793626345,0.9543648172988979,38.578127185177266,22.0
0.26399523048777174,0.0,true,0.8494925640762222,0.9344418204838444,40.328019433466096,22.0
0.0631691512849959,0.0,true,0.8310219423900566,0.9141241366290622,39.00410401998386,22.0
0.9421178880546341,0.0,true,0.8366001506990467,0.9202601657689513,41.96763285781939,22.0
0.31932798079493874,0.0,true,0.8357154458178259,0.9192869903996085,39.65006870379759,22.0
0.0014059939333661564,0.0,true,0.7554283407413881,0.9065140088896657,37.99057766091135,24.0
0.2868371427288061,0.0,true,0.7781197470939808,0.8948377091580779,40.296406855141996,23.0
0.8841740608627919,0.0,true,0.7068958473532946,0.9543093939269477,35.88736170921973,27.0
0.2752812346217546,0.0,true,0.7036525943287768,0.9147483726274098,37.50272859789408,26.0
0.27655737389006996,0.0,true,0.8795721032162035,0.9675293135378238,42.09685542614507,22.0
0.3617401368475768,0.0,true,0.7793398647731867,0.9352078377278241,41.126222767135964,24.0
0.12319228838407859,0.0,true,0.8809731863604742,0.9690705049965216,40.243386716812964,22.0
0.5444232413809573,0.0,true,0.806254702804364,0.9675056433652367,39.77013110650111,24.0
0.0929012423736586,0.0,true,0.8576076691610864,0.943368436077195,39.97495597292061,22.0
0.48383483875066835,0.0,true,0.879453968117477,0.9234266665233509,39.537201610752604,21.0
0.37958309040000904,0.0,true,0.7252276240661588,0.9065345300826986,38.64739050600805,25.0
0.6974965630318137,0.0,true,0.7287435296947443,0.9109294121184304,38.42376668891919,25.0
0.9805810439785854,0.0,true,0.7523683926124731,0.8652236515043441,43.47007144615834,23.0
0.39808748720530573,0.0,true,0.8168644105084452,0.9393940720847119,39.64183758814782,23.0
0.6995361756641283,0.0,true,0.7453943721056784,0.894473246526814,40.88135080903568,24.0
0.22852273836055415,0.0,true,0.8786303814783565,0.9225619005522743,40.117120279562386,21.0
0.5050083017511922,0.0,true,0.746551979906868,0.8958623758882416,37.41504807163929,24.0
0.8242119649869513,0.0,true,0.816150812288841,0.9793809747466092,39.93634270083449,24.0
0.8288473195447033,0.0,true,0.8670585802891531,0.9537644383180683,37.606597499678166,22.0
0.5754720787541601,0.0,true,0.8338357959770174,0.9172193755747191,41.05566157417124,22.0
0.8757992628234024,0.0,true,0.811516196641746,0.8926678163059206,42.93317028318731,22.0
0.7700141449671178,0.0,true,0.7947516586725903,0.9537019904071083,39.22077930173103,24.0
0.7821969054728708,0.0,true,0.7804670504793535,0.8975371080512564,40.202470239663526,23.0
0.4815875885180547,0.0,true,0.856916744126685,0.9426084185393535,38.64511830725104,22.0
0.013043280998764617,0.0,true,0.8185471913616517,0.9413292700658994,38.79160524274008,23.0
0.09244379521981139,0.0,true,0.8354724473244133,0.9190196920568546,39.431493727705515,22.0
0.6833858932381796,0.0,true,0.8072409298853921,0.8879650228739313,42.00481337553185,22.0
0.7836523156124582,0.0,true,0.8039965925518157,0.9245960814345879,37.231383724590415,23.0
0.26653497099915247,0.0,true,0.770457001603965,0.8860255518445598,41.461754921274036,23.0
0.7577748775500646,0.0,true,0.8309549381512169,0.9140504319663385,38.63981831255038,22.0
0.35571455310933664,0.0,true,0.8611523335237512,0.9042099501999388,40.85025363129472,21.0
0.5235496898383976,0.0,true,0.7532215671157391,0.9038658805388868,39.075359161406595,24.0
0.16057194545619446,0.0,true,0.8333879137677885,0.9167267051445673,39.93257815752622,22.0
0.39788458031261964,0.0,true,0.7148247382374514,0.8935309227968142,40.093618521571145,25.0
0.5937973007873818,0.0,true,0.8057488052362795,0.9266111260217214,38.35897748286797,23.0
0.047529414132461145,0.0,true,0.8291588677030176,0.9120747544733193,38.74430933948922,22.0
0.9003156363610845,0.0,true,0.7946526976473407,0.9138506022944417,39.0023222923073,23.0
0.9606585308942355,0.0,true,0.8086565508663689,0.8895222059530058,40.36231036969953,22.0
0.540562666239838,0.0,true,0.8165377841773933,0.9390184518040023,38.45378733219283,23.0
0.5909364853157024,0.0,true,0.7549896937705429,0.9059876325246515,38.029706549664105,24.0
0.1282280805867635,0.0,true,0.8765160851747537,0.9203418894334913,39.130499671318944,21.0
0.12152512322288267,0.0,true,0.7842062359362423,0.9018371713266786,39.147550234705086,23.0
0.04605776568642517,0.0,true,0.8805636837481023,0.9245918679355075,40.02864671442463,21.0
0.9683760274036601,0.0,true,0.829106513332142,0.9120171646653562,40.60732595009383,22.0
0.9453703871561532,0.0,true,0.7096601988750573,0.8870752485938216,37.66072140280042,25.0
0.42959936534482535,0.0,true,0.8323659251418953,0.9156025176560849,39.56210283293876,22.0
0.7636840493458841,0.0,true,0.8338706411452381,0.9172577052597619,40.709171670013305,22.0
0.8720118231747274,0.0,true,0.7250199246734078,0.8700239096080894,42.31965946723676,24.0
0.5523665327248368,0.0,true,0.7546693266578635,0.9433366583223293,34.79612645980593,25.0
0.45919015680815,0.0,true,0.850998596909323,0.9360984566002554,40.11617137820507,22.0
0.9582867839592668,0.0,true,0.789690154066168,0.9476281848794017,41.07531797322848,24.0
0.8277766575380823,0.0,true,0.7782957703717082,0.856125347408879,42.66241955096032,22.0
0.8383389216537855,0.0,true,0.7318903909241422,0.8782684691089706,42.651086941494256,24.0
0.5050391977168351,0.0,true,0.8428255616651039,0.9692493959148696,39.742461751442214,23.0
0.3288358592300016,0.0,true,0.7555342284754313,0.9066410741705175,40.01324241274465,24.0
0.6554595227380233,0.0,true,0.7755931490622606,0.9307117788747128,38.3038241446327,24.0
0.506043148118402,0.0,true,0.7698364771563984,0.8853119487298582,39.07452604337514,23.0
0.4411789492843081,0.0,true,0.8291545216278045,0.9120699737905849,38.60809239584751,22.0
0.20540900965673337,0.0,true,0.7969728924841143,0.9165188263567314,38.36910616946207,23.0
0.3691862443202527,0.0,true,0.8358665344748792,0.9194531879223671,41.56200535473555,22.0
0.83002897540594,0.0,true,0.7347174916655566,0.8816609899986678,38.38712650922842,24.0
0.5508995964908265,0.0,true,0.7915302164073524,0.9102597488684554,37.824318992758094,23.0
0.2772234003870653,0.0,true,0.8151480902629903,0.8966628992892893,40.68509502283386,22.0
0.20838528679946333,0.0,true,0.8291042358038692,0.9534698711744495,38.45667947272725,23.0
0.13676509532683778,0.0,true,0.8532401764731868,0.9385641941205055,38.828437106717004,22.0
0.07163332286196122,0.0,true,0.8857092187029012,0.9299946796380463,39.93872067679811,21.0
0.29291039596639745,0.0,true,0.747379724427736,0.8968556693132832,37.564100945767215,24.0
0.5228856498949632,0.0,true,0.7666305205276681,0.8816250986068184,38.865980482024234,23.0
0.13632336221354735,0.0,true,0.8799664003243777,0.9239647203405965,39.030599985326916,21.0
0.13290098840119935,0.0,true,0.7498400410692563,0.8998080492831075,39.53637381824983,24.0
0.6888441715769125,0.0,true,0.8102636163502549,0.8912899779852804,42.24959235498744,22.0
0.3665179551048654,0.0,true,0.8959774565221094,0.9407763293482148,39.401594497272384,21.0
0.4991804490464251,0.0,true,0.7827608134549576,0.9001749354732013,37.12129199924866,23.0
0.9430671799202455,0.0,true,0.7082210106950313,0.8852762633687892,40.0400050924865,25.0
0.9233615919460165,0.0,true,0.7167842821463054,0.8601411385755664,40.712047993106864,24.0
0.5619787883160989,0.0,true,0.82202782130183,0.9453319944971046,38.00343182115605,23.0
0.543946480560684,0.0,true,0.7137397733842986,0.8564877280611582,41.92929164978496,24.0
0.36430965629482426,0.0,true,0.7627102512391865,0.9152523014870237,36.6222757616501,24.0
0.20945915051798014,0.0,true,0.8267972637782499,0.9094769901560749,39.38698251633042,22.0
0.20365874426933583,0.0,true,0.8316611537003986,0.9148272690704384,39.7649415469086,22.0
0.09156243865581315,0.0,true,0.8819605453398641,0.9260585726068573,40.0859254700341,21.0
0.27709145881016317,0.0,true,0.8004175986392141,0.8804593585031355,39.04932888026269,22.0
0.0967478596894118,0.0,true,0.8302145427635438,0.9132359970398982,40.64613369269142,22.0
0.8453920978456659,0.0,true,0.7248442040430823,0.9060552550538528,39.99476033351351,25.0
0.17332669113797028,0.0,true,0.7302352473803677,0.9127940592254596,35.88838465726498,25.0
0.5665948843255573,0.0,true,0.7710703262550755,0.8867308751933368,41.442390932301294,23.0
0.3121921204038334,0.0,true,0.7797981576266334,0.8967678812706283,38.876283691632864,23.0
0.6719033680376176,0.0,true,0.8033179441748762,0.9238156358011077,41.64760909740803,23.0
0.39791690934965196,0.0,true,0.8064200912615663,0.9273831049508013,38.233663126004984,23.0
0.5331131335411763,0.0,true,0.8702139186505811,0.9572353105156391,40.01491469525298,22.0
0.09332092580708684,0.0,true,0.8298738481568246,0.9128612329725071,38.658862215588336,22.0
0.9132754459720591,0.0,true,0.8032084828005349,0.9236897552206151,40.634477264401355,23.0
0.5927900827369228,0.0,true,0.7983124928599148,0.9180593667889021,38.44369000313241,23.0
0.12737074072725596,0.0,true,0.8545029707551678,0.9399532678306846,38.5559219037368,22.0
0.8741478225334336,0.0,true,0.7470128275710075,0.896415393085209,42.2723431490338,24.0
0.8402482331713239,0.0,true,0.7605171152401077,0.9126205382881292,38.64885291102895,24.0
0.647741238672954,0.0,true,0.8146921941722541,0.9368960232980923,38.0946141300205,23.0
0.22861893035533365,0.0,true,0.8633782534788311,0.9065471661527728,39.26002419176135,21.0
0.8520531180629856,0.0,true,0.7919521778516135,0.9107450045293556,39.2474843001488,23.0
0.3134787226909581,0.0,true,0.770804952921626,0.8864256958598699,40.70646330974671,23.0
0.549459637734288,0.0,true,0.7278455493982771,0.8734146592779325,41.50221499492645,24.0
0.5968643698786138,0.0,true,0.7774476142365381,0.9329371370838457,40.322537094280065,24.0
0.3849319729127634,0.0,true,0.7981535631060802,0.9178765975719922,41.271361726370564,23.0
0.1076251303776874,0.0,true,0.8860693781377382,0.974676315951512,38.618961732577645,22.0
0.07481122520457628,0.0,true,0.8931118166451639,0.9377674074774222,39.65617985350977,21.0
0.8931403790507597,0.0,true,0.7539311165871587,0.9047173399045905,41.9836496894302,24.0
0.8646756600891539,0.0,true,0.7606384893270755,0.8747342627261367,39.91362169753377,23.0
0.37415984345455033,0.0,true,0.822846321966532,0.9051309541631852,40.600584044783695,22.0
0.1747888532612829,0.0,true,0.8786597086591722,0.9225926940921308,40.8329369915686,21.0
0.7495570002620644,0.0,true,0.7592796997411999,0.8731716547023799,39.17824482935488,23.0
0.3718667306983776,0.0,true,0.824947113995919,0.9074418253955109,38.09185550972108,22.0
0.2329684156093259,0.0,true,0.8186092599930376,0.9414006489919933,38.68090920724684,23.0
0.8062911397308097,0.0,true,0.7512686602696452,0.863958959310092,41.99173051869877,23.0
0.3727653449926214,0.0,true,0.8439294495719153,0.9283223945291068,40.2635013721202,22.0
0.7613150274818723,0.0,true,0.7440158579283656,0.930019822410457,38.54679966247045,25.0
0.779385812492325,0.0,true,0.8419825868120102,0.9261808454932112,41.71878435263365,22.0
0.7741367816130889,0.0,true,0.7560096589207594,0.9072115907049113,37.59254600032566,24.0
0.5617172873820413,0.0,true,0.7815221227374621,0.9378265472849545,36.971343301633915,24.0
0.7577163650310836,0.0,true,0.8309602079113477,0.9140562287024825,41.057582323551216,22.0
0.4170324569846384,0.0,true,0.8081712529193799,0.9293969408572869,40.09683527589047,23.0
0.7363480778760418,0.0,true,0.8494903078310136,0.8919648232225643,40.23674567805294,21.0
0.21912454587981833,0.0,true,0.8458841569124875,0.9727667804493606,36.5260843406178,23.0
0.8775949033221155,0.02026701630179373,false,0.7720801341785809,0.8506929400998432,40.67892471975796,22.036389810881452
0.4649988109868912,0.0,true,0.8511145709944293,0.9362260280938722,39.26397883700204,22.0
0.25925273002785465,0.0,true,0.8609173821983634,0.9470091204181997,39.5188647016345,22.0
0.9459850140204946,0.0,true,0.8255607893758138,0.9493949077821858,36.67382534747853,23.0
0.2663877124302916,0.0,true,0.8446907907738531,0.9291598698512384,39.24741739156076,22.0
0.9460146694870448,0.0,true,0.7907229460930711,0.8697952407023782,41.22709091533636,22.0
0.6213068458759203,0.0,true,0.7926037814538623,0.9114943486719417,39.50998016887337,23.0
0.15003765173254946,0.0,true,0.8004054853024085,0.9204663080977697,40.1036681401029,23.0
0.2920946669357216,0.0,true,0.775572417846132,0.9306869014153584,38.42634480810479,24.0
0.07696091575346253,0.0,true,0.9045124481100564,0.9497380705155593,39.28388252458673,21.0
0.905360681827019,0.0,true,0.8064770090471238,0.9274485604041924,42.56271270478912,23.0
0.03532645098399034,0.0,true,0.8425500126530725,0.9268050139183798,38.75929278155943,22.0
0.9315702450923613,0.0,true,0.7981211173891924,0.9178392849975714,43.1954186198509,23.0
0.7503809816196467,0.0,true,0.8309500111921216,0.9140450123113337,41.988277194163096,22.0
0.512209876590006,0.0,true,0.8416095403925254,0.925770494431778,38.92930159708172,22.0
0.05507433834928621,0.0,true,0.8538469866405598,0.9392316853046158,39.38876108573312,22.0
0.4170603069792469,0.0,true,0.8563509014712004,0.9419859916183204,39.91215066490077,22.0
0.35347840699058075,0.01064237759379105,false,0.7846329110907974,0.9095118356383314,36.61427075653232,23.183117169376114
0.1973482714465138,0.0,true,0.8823532520770541,0.9264709146809068,39.735301908892595,21.0
0.5443556703542591,0.0,true,0.726651990265302,0.9083149878316276,37.32100908937258,25.0
0.527676843201834,0.0,true,0.7862199362195805,0.9041529266525176,38.57678358609952,23.0
0.16503369459371453,0.0,true,0.8217279144042898,0.9449871015649333,37.83559720397993,23.0
0.8620756865466779,0.0,true,0.8366018952280542,0.9620921795122623,40.152076994133054,23.0
0.1898522406451586,0.0,true,0.7893846645105128,0.9077923641870898,38.31178617173342,23.0
0.9864600820682274,0.0,true,0.8295791443986258,0.9125370588384885,40.541396277948635,22.0
0.7515148608983171,0.0,true,0.753397791503783,0.9040773498045397,41.13484063216279,24.0
0.6841846308516752,0.0,true,0.7987521079030919,0.9185649240885556,41.22222015264536,23.0
0.8544906036407249,0.0,true,0.7879642949893536,0.9061589392377567,42.13061802101517,23.0
0.8646495394000817,0.0,true,0.6893155068148548,0.8961101588593111,37.58322218296625,26.0
0.5393634614245058,0.0,true,0.7476758163107025,0.8598271887573079,39.955255727741886,23.0
0.23442783203714646,0.0,true,0.8284544452133893,0.9527226119953977,38.324747252466835,23.0
0.47492615749899025,0.0,true,0.7849188396114551,0.9026566655531735,42.515954622153046,23.0
0.8244659233745624,0.0,true,0.7641799825449295,0.9170159790539154,39.67008176235956,24.0
0.42004414431852677,0.0,true,0.8394744599639267,0.9234219059603193,39.771194607024384,22.0
0.009357257610869585,0.0,true,0.8346377745790883,0.9181015520369972,39.22614563713995,22.0
0.15191037389307183,0.0,true,0.8041951606012792,0.924824434691471,38.72690157733378,23.0
0.11312714833664783,0.0,true,0.8358661241596234,0.9194527365755857,39.663880026335185,22.0
0.6056526031504375,0.0,true,0.8686661328754823,0.9555327461630305,40.49939493976761,22.0
0.7457924844171195,0.0,true,0.7690469423141704,0.8844039836612959,38.11426640060368,23.0
0.13713976222336455,0.0,true,0.7963425200425923,0.9157938980489811,38.742377488629494,23.0
0.13036871880422418,0.0,true,0.8772633687664314,0.921126537204753,40.57770567211104,21.0
0.43658102508913776,0.0,true,0.8433987298927612,0.9277386028820374,40.10440774091618,22.0
0.8757849995853191,0.0,true,0.7731339592110585,0.8891040530927172,40.357913518940606,23.0
0.366900590611557,0.0,true,0.7887312311268176,0.9464774773521812,39.03784368795788,24.0
0.7032090133017741,0.0,true,0.7300242800777269,0.8760291360932723,40.58130681104697,24.0
0.14691757494718338,0.0,true,0.8165913268065417,0.9390800258275229,38.85216001755981,23.0
0.1780808137823,0.0,true,0.7968974843739435,0.916432107030035,41.046887265091684,23.0
0.8940520277998589,0.0,true,0.7598811757156182,0.9118574108587418,38.96028576426353,24.0
0.0037701082907386496,0.0,true,0.8083956535903473,0.8892352189493821,39.09143420311289,22.0
0.7977458348982465,0.0,true,0.7650455149691529,0.9180546179629834,37.881776670248804,24.0
0.8008995992655759,0.0,true,0.7779775977646392,0.933573117317567,38.858125062992464,24.0
0.7642769928655246,0.0,true,0.6798839245833083,0.8498549057291352,39.414144639085315,25.0
0.7248776596238171,0.0,true,0.7857160229238435,0.90357342636242,40.771714537311816,23.0
0.9966157346289892,0.0,true,0.7700569240711278,0.8855654626817969,41.27115484310919,23.0
0.24772294078179535,0.0,true,0.8497291168149791,0.9347020284964771,37.444597062013166,22.0
0.04281302238507112,0.0,true,0.8190484583914326,0.9009533042305758,39.10315971703623,22.0
0.7664464735740386,0.0,true,0.7146849167440305,0.8576219000928365,41.19729335434209,24.0
0.2233955931343099,0.0,true,0.8303203250497381,0.9548683738071988,38.452409834454336,23.0
0.24897508840567406,0.0,true,0.8207070868050981,0.9438131498258627,39.62156995921759,23.0
0.6591134476181408,0.0,true,0.8366077892834864,0.9620989576760094,39.84300919362924,23.0
0.706486888554928,0.0,true,0.8257315678519445,0.908304724637139,39.631184949889075,22.0
0.021375203278287458,0.0,true,0.7622828289300293,0.8766252532695337,38.524468795871826,23.0
0.9779558769953882,0.0,true,0.8057034521899927,0.9265589700184916,40.75125098107843,23.0
0.5021070526911315,0.0,true,0.9430415119418027,0.9430415119418027,42.07215859119953,20.0
0.17801292972819405,0.0,true,0.8375378246092516,0.9212916070701768,40.32077446416368,22.0
0.614058258631601,0.0,true,0.7624031047742738,0.9148837257291286,39.48032951825955,24.0
0.22735000848062104,0.0,true,0.8282077365606632,0.9110285102167295,39.056243524498946,22.0
0.4438128824379082,0.0,true,0.8402937608884954,0.9243231369773449,39.790054444721065,22.0
0.09009519925609744,0.0,true,0.8233266042982804,0.9056592647281084,39.94589388840101,22.0
0.4500112478160676,0.0,true,0.7605691977726052,0.9126830373271263,38.066084560887,24.0
0.5032300144411939,0.0,true,0.764610839162906,0.8793024650373418,40.9125838224276,23.0
0.3814534703017982,0.0,true,0.7776941421949977,0.8943482635242473,40.220726678643835,23.0
0.5052731470474492,0.0,true,0.7808771119792032,0.8980086787760836,43.08763770415928,23.0
0.5914270482338901,0.0,true,0.8162879211771591,0.9387311093537329,40.80603114188642,23.0
0.22711920792556883,0.0,true,0.8060045117939886,0.9269051885630869,39.21861367899277,23.0
0.2539103568731269,0.0,true,0.8412374700412186,0.9253612170453405,39.95824002430841,22.0
0.5777702410474252,0.0,true,0.8129628129553169,0.9349072348986145,39.59206081731155,23.0
0.07114388034244246,0.0,true,0.8314835814298926,0.9146319395728819,39.88362799212997,22.0
0.9569775433398247,0.0,true,0.7665883051822192,0.919905966218663,40.577243195994185,24.0
0.24591216361415102,0.0,true,0.8374830516773618,0.921231356845098,39.11155554450819,22.0
0.5466599809913815,0.0,true,0.884411890342683,0.9286324848598172,40.7598221676713,21.0
0.07256196960060257,0.0,true,0.8532222392320093,0.9385444631552102,39.03659229977913,22.0
0.5043055395555873,0.0,true,0.7846445391443616,0.9023412200160159,41.16519829404224,23.0
0.2469726874234166,0.0,true,0.9144250360949707,0.9601462878997193,39.3618620455929,21.0
0.32085325632647166,0.0,true,0.8197854477008388,0.9427532648559647,38.859150822411365,23.0
0.3572870787229363,0.0,true,0.7300052941728701,0.9125066177160877,38.90202606580864,25.0
0.9770252011687113,0.0,true,0.81058070117544,0.932167806351756,39.38466413726642,23.0
0.664187594506344,0.0,true,0.7607890869281095,0.9129469043137315,37.302383358069385,24.0
0.6954796056456847,0.0,true,0.8291938686677136,0.8706535621010992,41.520133499663324,21.0
0.5239138650927957,0.0,true,0.884774692735391,0.9290134273721605,41.21779590540861,21.0
0.5385467286197299,0.0,true,0.7852224661241834,0.9030058360428109,39.24370360519423,23.0
0.20216567573120692,0.0,true,0.8403492302731638,0.9243841533004801,39.102251063760576,22.0
0.721950029328807,0.0,true,0.8289064853754539,0.9117971339129992,41.70336253450408,22.0
0.39353840252159644,0.0,true,0.8369002655313459,0.9205902920844805,37.33207845242849,22.0
0.49604913997853206,0.0,true,0.7594011025856461,0.9112813231027752,40.462393690071366,24.0
0.05557743888734734,0.0,true,0.800157127353623,0.9201806964566664,38.597622497989775,23.0
0.8602405916079088,0.0,true,0.8020369942841186,0.9223425434267364,39.11142134658506,23.0
0.5109038585958272,0.0,true,0.7589472491089614,0.9107366989307536,38.45838178054797,24.0
0.37252006214992783,0.0,true,0.8231926849952419,0.9055119534947661,37.169364890101775,22.0
0.7385538010799015,0.0,true,0.6388000923133819,0.8623801246230656,40.496695355805855,27.0
0.8640464770450726,0.0,true,0.7428243380458255,0.9285304225572819,37.28511011257436,25.0
0.6458230437040862,0.0,true,0.7706592529671579,0.8862581409122315,41.58113381659861,23.0
0.6145620719914169,0.0,true,0.7429204500682353,0.8915045400818823,37.242537974897274,24.0
0.768660667512199,0.0,true,0.7601104851222379,0.8741270578905735,41.43764855656815,23.0
0.5386193246193818,0.0,true,0.9148653491799643,0.9606086166389625,40.26430768621839,21.0
0.21236831932400646,0.0,true,0.7446905399961367,0.893628647995364,38.61203177809626,24.0
0.21333747201216546,0.0,true,0.8564921343355585,0.8993167410523364,42.920026223081095,21.0
0.8858154317415656,0.0,true,0.7800658045184071,0.9360789654220886,37.74453149004354,24.0
0.9779804439371151,0.0,true,0.7295938163437543,0.9119922704296929,37.22657848612437,25.0
0.9382103303159219,0.0,true,0.777616904733757,0.8942594404438206,43.48288080479461,23.0
0.06868443799887691,0.0,true,0.8175767522757418,0.940213265117103,37.83257488714787,23.0
0.4696030342472459,0.0,true,0.7548772011260324,0.9058526413512389,40.166844861103684,24.0
0.16934171495945516,0.0,true,0.7811199711316842,0.8982879668014367,39.197054505570534,23.0
0.3246492566692625,0.0,true,0.783432493734961,0.9009473677952051,39.715926710553745,23.0
0.15057796364417975,0.0,true,0.8360127985661543,0.9196140784227698,39.06020603655977,22.0
0.18612561529755922,0.0,true,0.8856187539380522,0.9298996916349548,40.2298507762023,21.0
0.6809925035720485,0.0,true,0.7495782236400484,0.9369727795500605,40.31592327720546,25.0
0.25054881589094924,0.0,true,0.81519968366225,0.896719652028475,40.96396853789401,22.0
0.22080468395870478,0.0,true,0.8180333749268222,0.9407383811658455,39.525967056102644,23.0
0.8392567728456168,0.0,true,0.8117853392901161,0.8929638732191277,42.70442871721776,22.0
0.9817574421002395,0.0,true,0.8078595313800304,0.9290384610870349,41.01738531871765,23.0
0.6250280190806436,0.0,true,0.8044076953237524,0.9250688496223154,40.15199049142464,23.0
0.19368140549583268,0.0,true,0.89447538441776,0.89447538441776,41.693075580182054,20.0
0.8862323012242528,0.0,true,0.7714645590022248,0.9257574708026697,38.07262158224738,24.0
0.35236091017514126,0.0,true,0.7618332709376854,0.9141999251252224,39.30152995313358,24.0
0.6033047982702417,0.0,true,0.5997835099044364,0.8097077383709891,39.70484325231598,27.0
0.9379884519235995,0.0,true,0.7790562493460058,0.8959146867479066,39.255948860645276,23.0
0.9062314277669998,0.0,true,0.792066085757539,0.9108759986211699,40.819161641416386,23.0
